"A83014001","BELMONT & SHERBURN MEDICAL GROUP","Y63","Q74","SHERBURN SURGERY","GRAY AVENUE","SHERBURN VILLAGE","DURHAM","COUNTY DURHAM","DH6 1JE","20040401","","","","A83014","20040401","","0191 3720441","","","","0","","A","","",""
"A83015001","COUNDON","Y63","Q74","COUNDON HEALTH CENTRE","VICTORIA LANE","","BISHOP AUCKLAND","COUNTY DURHAM","DL14 8NP","20040401","","","","A83015","20040401","","01388 603115","","","","0","","A","","",""
"A83017003","THE SURGERY - KELLHOE","Y63","Q74","KELLOE HEALTH CENTRE","2 THE GREEN","WOODLAND CRESCENT, KELLOE","DURHAM","COUNTY DURHAM","DH6 4NU","20040401","20190430","","","A83017","20040401","20190430","0191 3772162","","","","0","","A","","",""
"A83017004","THE SURGERY - WHEATLEY HILL","Y63","Q74","ASHMORE TERRACE","WHEATLEY HILL","","DURHAM","COUNTY DURHAM","DH6 3NP","20141001","20190430","","","A83017","20141001","20190430","","","","","0","","A","","",""
"A83019001","PETERLEE HEALTH CENTRE","Y63","Q74","PETERLEE HEALTH CENTRE","SUITE NO 3","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83019","20040401","","0191 5867414","","","","0","","A","","",""
"A83019002","HASWELL SURGERY","Y63","Q74","FRONT STREET EAST","HASWELL","","DURHAM","COUNTY DURHAM","DH6 2EW","20040401","","","","A83019","20040401","","0191 5263200","","","","0","","A","","",""
"A83021001","ST HELENS, AUCKLAND","Y63","Q74","THE SURGERY","16 MANOR ROAD","ST HELENS AUCKLAND","BISHOP AUCKLAND","COUNTY DURHAM","DL14 9EP","20040401","","","","A83021","20040401","","01388 604163","","","","0","","A","","",""
"A83021002","TOFT HILL","Y63","Q74","THE SURGERY","51 TOFT HILL","","BISHOP AUCKLAND","COUNTY DURHAM","DL14 0JA","20040401","","","","A83021","20040401","","01388 834843","","","","0","","A","","",""
"A83022003","ESH WINNING","Y63","Q74","MACKENZIE HOUSE","NEW ROAD HOUSE","ESH WINNING","DURHAM","COUNTY DURHAM","DH7 9LA","20040401","","","","A83022","20040401","","0191 3734232","","","","0","","A","","",""
"A83022004","USHAW MOOR","Y63","Q74","MILLYARD HOUSE","DURHAM ROAD","USHAW MOOR","DURHAM","COUNTY DURHAM","DH7 7QH","20040401","","","","A83022","20040401","","0191 3730202","","","","0","","A","","",""
"A83022005","TOW LAW","Y63","Q74","CHARLTON HOUSE","REAR HIGH STREET","TOW LAW","BISHOP AUCKLAND","COUNTY DURHAM","DL13 4DH","20040401","","","","A83022","20040401","","01388 730251","","","","0","","A","","",""
"A83022006","SIR BOBBY ROBSON HOUSE","Y63","Q74","RUTHERFORD COURT","LANGLEY PARK","","DURHAM","COUNTY DURHAM","DH7 9XD","20121001","","","","A83022","20121001","","","","","","0","","A","","",""
"A83023001","QUASEM - SOUTH MOOR","Y63","Q74","STANLEY MEDICAL GROUP","16 FRONT STREET","ANNFIELD PLAIN","STANLEY","COUNTY DURHAM","DH9 8HY","20040401","","","","A83023","20040401","","01207 233593","","","","0","","A","","",""
"A83025001","THE EDEN CENTRE","Y63","Q74","COUNDON HEALTH CENTRE","VICTORIA LANE","COUNDON","BISHOP AUCKLAND","COUNTY DURHAM","DL14 8NP","20040401","","","","A83025","20040401","","01388 604526","","","","0","","A","","",""
"A83028001","WOODLANDS SURGERY","Y63","Q74","VIGO LANE","RICKLETON","","WASHINGTON","TYNE AND WEAR","NE38 9EJ","20040401","","","","A83028","20040401","","0191 4178842","","","","0","","A","","",""
"A83030001","GILESGATE","Y63","Q74","GILESGATE MEDICAL CENTRE","SUNDERLAND ROAD","GILESGATE","DURHAM","COUNTY DURHAM","DH1 2QQ","20040401","","","","A83030","20040401","","0191 3864242","","","","0","","A","","",""
"A83030002","MEDICAL CENTRE, FRAMWELLGATE MOOR","Y63","Q74","MEDICAL CENTRE","50 FRONT STREET","FRAMWELLGATE MOOR","DURHAM","COUNTY DURHAM","DH1 5BL","20040401","","","","A83030","20040401","","0191 3866044","","","","0","","A","","",""
"A83032001","DOVECOTE STREET SURGERY","Y63","Q74","STAINDROP","","","DARLINGTON","COUNTY DURHAM","DL2 3JT","20040401","","","","A83032","20040401","","01833 660342","","","","0","","A","","",""
"A83032002","STONES END","Y63","Q74","1 STONES END","EVENWOOD","","BISHOP AUCKLAND","COUNTY DURHAM","DL14 9RE","20090401","","","","A83032","20090401","","","","","","0","","A","","",""
"A83033001","PELTON FELL","Y63","Q74","FELLROSE SURGERY","PELTON FELL","PELTON FELL","CHESTER LE STREET","COUNTY DURHAM","DH2 2NH","20040401","","","","A83033","20040401","","01913333140","","","","0","","A","","",""
"A83035001","WOLSINGHAM SURGERY","Y63","Q74","MARKET PLACE","WOLSINGHAM","","BISHOP AUCKLAND","COUNTY DURHAM","DL13 3AB","20040401","","","","A83035","20040401","","01388 527691","","","","0","","A","","",""
"A83035002","ST JOHN'S CHAPEL","Y63","Q74","HOOD STREET","ST JOHN'S CHAPEL","","BISHOP AUCKLAND","COUNTY DURHAM","DL13 1QW","20040401","","","","A83035","20040401","","01388 537296","","","","0","","A","","",""
"A83037001","HEIGHINGTON","Y63","Q74","THE SURGERY","30 WEST GREEN","HEIGHINGTON","DARLINGTON","COUNTY DURHAM","DL5 6PE","20040401","","","","A83037","20040401","","01325 321619","","","","0","","A","","",""
"A83042001","PETERLEE SURGERY","Y63","Q74","PETERLEE HEALTH CENTRE","SUITE NO 2","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83042","20040401","","0191 5867414","","","","0","","A","","",""
"A83044001","PETERLEE HEALTH CENTRE","Y63","Q74","PETERLEE HEALTH CENTRE","","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83044","20040401","","0191 5870808","","","","0","","A","","",""
"A83045001","CHILTON HEALTH CENTRE","Y63","Q74","NORMAN TERRACE","CHILTON","","FERRYHILL","COUNTY DURHAM","DL17 0HF","20040401","","","","A83045","20040401","","","","","","0","","A","","",""
"A83049001","THE SURGERY","Y63","Q74","CONSETT PARK TERRACE","","","CONSETT","COUNTY DURHAM","DH8 8ET","20040401","","","","A83049","20040401","","01207 509278","","","","0","","A","","",""
"A83054001","FISHBURN","Y63","Q74","FALLSCROFT","1 BUTTERWICK ROAD","FISHBURN","STOCKTON ON TEES","CLEVELAND","TS21 4AP","20040401","","","","A83054","20040401","","01740 620284","","","","0","","A","","",""
"A83054003","TRIMDON COLLIERY","Y63","Q74","MEDICAL CENTRE","GROSVENOR TERRACE","TRIMDON COLLIERY","TRIMDON STATION","COUNTY DURHAM","TS29 6DH","20040401","","","","A83054","20040401","","01429 880284","","","","0","","A","","",""
"A83054004","TRIMDON","Y63","Q74","THE SURGERY","18 WYNYARD ROAD","TRIMDON","TRIMDON STATION","COUNTY DURHAM","TS29 6JH","20040401","","","","A83054","20040401","","01429 880254","","","","0","","A","","",""
"A83057001","PETERLEE HEALTH CENTRE","Y63","Q74","PETERLEE HEALTH CENTRE","SUITE NO 9","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83057","20040401","","","","","","0","","A","","",""
"A83057002","DR SIMPSON & PARTNERS","Y63","Q74","FOURTH STREET","HORDEN","","PETERLEE","","SR8 4LD","20181001","","","","A83057","20181001","","","","","","0","","A","","",""
"A83057003","THE SURGERY - DUNELM ROAD","Y63","Q74","DUNELM ROAD","THORNLEY","","DURHAM","","DH6 3HW","20190401","","","","A83057","20190401","","","","","","0","","A","","",""
"A83057004","THE SURGERY - KELLHOE","Y63","Q74","2 THE GREEN","WOODLAND CRESCENT","KELLOE","DURHAM","","DH6 4NU","20190401","","","","A83057","20190401","","","","","","0","","A","","",""
"A83057005","THE SURGERY - WHEATLEY HILL","Y63","Q74","ASHMORE TERRACE","WHEATLEY HILL","","DURHAM","","DH6 3NP","20190401","","","","A83057","20190401","","","","","","0","","A","","",""
"A83057006","PHOENIX MEDICAL GROUP","Y63","Q74","DUNELM ROAD","THORNLEY","","DURHAM","","DH6 3HW","20190401","","","","A83057","20190401","","","","","","0","","A","","",""
"A83066001","ELDON LANE","Y63","Q74","DENE VALLEY SURGERY","23/24 SPENCER STREET","ELDON LANE","BISHOP AUCKLAND","COUNTY DURHAM","DL14 8TL","20040401","","","","A83066","20040401","","01325 311300","","","","0","","A","","",""
"A83066002","SHILDON","Y63","Q74","THE SURGERY","9 BURKE STREET","","SHILDON","COUNTY DURHAM","DL4 1AA","20040401","","","","A83066","20040401","","01325 311300","","","","0","","A","","",""
"A83071001","SEAHAM","Y63","Q74","NEW SEAHAM MEDICAL CENTRE","EAST DENE ROAD","","SEAHAM","COUNTY DURHAM","SR7 8DY","20040401","","","","A83071","20040401","","0191 5815552","","","","0","","A","","",""
"A83073001","LAMBERT - LOUISA SURGERY, STANLEY","Y63","Q74","LOUISA SURGERY","STANLEY","","STANLEY","COUNTY DURHAM","DH9 8AA","20040401","","","","A83073","20040401","","01207 213800","","","","0","","A","","",""
"A83616001","EASINGTON","Y63","Q74","EASINGTON MEDICAL CENTRE","SCHOOL STREET","","PETERLEE","COUNTY DURHAM","SR8 3PR","20040401","","","","A83616","20040401","","0191 5270529","","","","0","","A","","",""
"A83616002","PETERLEE","Y63","Q74","PETERLEE HEALTH CENTRE","","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83616","20040401","","0191 5865029","","","","0","","A","","",""
"A83616003","STATION ROAD SURGERY","Y63","Q74","STATION ROAD","SHOTTON COLLIERY","","DURHAM","","DH6 2JL","20190401","","","","A83616","20190401","","","","","","0","","A","","",""
"A83616004","HASWELL SURGERY","Y63","Q74","FRONT STREET","HASWELL PLOUGH","","DURHAM","","DH6 2EW","20190401","","","","A83616","20190401","","","","","","0","","A","","",""
"A83617001","NAGI - CROFT VIEW, LANCHESTER","Y63","Q74","CROFT VIEW SURGERY","3 CROFT VIEW","LANCHESTER","DURHAM","COUNTY DURHAM","DH7 0HY","20040401","","","","A83617","20040401","","01207 521906","","","","0","","A","","",""
"A83618001","DIPTON SURGERY","Y63","Q74","FRONT STREET","DIPTON","","STANLEY","COUNTY DURHAM","DH9 9DA","20180401","","","","A83618","20180401","","","","","","0","","A","","",""
"A83619001","PETERLEE HEALTH CENTRE","Y63","Q74","PETERLEE HEALTH CENTRE","PETERLEE","","PETERLEE","COUNTY DURHAM","SR8 1AD","20040401","","","","A83619","20040401","","0191 5867414","","","","0","","A","","",""
"A83619002","HASWELL BRANCH SURGERY","Y63","Q74","FRONT STREET EAST","HASWELL","","DURHAM","COUNTY DURHAM","DH6 2BL","20040401","","","","A83619","20040401","","0191 5263900","","","","0","","A","","",""
"A83637001","PELTON","Y63","Q74","THE LAVENDER CENTRE","PELTON LANE","PELTON","CHESTER LE STREET","COUNTY DURHAM","DH2 1HS","20040401","","","","A83637","20040401","","0191 3700598","","","","0","","A","","",""
"A84002001","LONGFRAMLINGTON SURGERY","Y63","Q74","LONGFRAMLINGTON","","","MORPETH","NORTHUMBERLAND","NE65 8AD","20050401","","","","A84002","20050401","","","","","","0","","A","","",""
"A84006001","SEAHOUSES HEALTH CENTRE","Y63","Q74","JAMES STREET","","","SEAHOUSES","NORTHUMBERLAND","NE68 7XZ","20050401","","","","A84006","20050401","","","","","","0","","A","","",""
"A84006002","LONGHOUGHTON SURGERY","Y63","Q74","4-6 PORTAL PLACE","LONGHOUGHTON","","ALNWICK","NORTHUMBERLAND","NE66 3JN","20050401","","","","A84006","20050401","","","","","","0","","A","","",""
"A84006003","EMBLETON SURGERY","Y63","Q74","WEST FIELD","EMBLETON","","ALNWICK","NORTHUMBERLAND","NE66 3XZ","20050401","","","","A84006","20050401","","","","","","0","","A","","",""
"A84006004","INFIRMARY DRIVE MEDICAL GROUP","Y63","Q74","THE CONSULTING ROOMS","INFIRMARY DRIVE","","ALNWICK","NORTHUMBERLAND","NE66 2NR","20171001","","","","A84006","20171001","","","","","","0","","A","","",""
"A84007001","DINNINGTON SURGERY","Y63","Q74","MAIN ROAD","DINNINGTON","","NEWCASTLE UPON TYNE","TYNE AND WEAR","NE13 7JW","20050401","","","","A84007","20050401","","","","","","0","","A","","",""
"A84007002","DARRAS HALL SURGERY","Y63","Q74","THE BROADWAY","PONTELAND","","NEWCASTLE UPON TYNE","TYNE AND WEAR","NE20 9PW","20050401","","","","A84007","20050401","","","","","","0","","A","","",""
"A84008001","BELFORD MEDICAL PRACTICE","Y63","Q74","JAMES STREET","","","SEAHOUSES","NORTHUMBERLAND","NE68 7XZ","20050401","","","","A84008","20050401","","","","","","0","","A","","",""
"A84009001","NEWSHAM SURGERY","Y63","Q74","61 NEWCASTLE ROAD","NEWSHAM","","BLYTH","NORTHUMBERLAND","NE24 4AW","20050401","","","","A84009","20050401","","","","","","0","","A","","",""
"A84009002","STATION MEDICAL GROUP","Y63","Q74","GATACRE STREET","","","BLYTH","NORTHUMBERLAND","NE24 1HD","20161001","","","","A84009","20161001","","","","","","0","","A","","",""
"A84011001","THE SURGERY (WYLAM)","Y63","Q74","33-37 JACKSON ROAD","","","WYLAM","NORTHUMBERLAND","NE41 8EL","20050401","","","","A84011","20050401","","","","","","0","","A","","",""
"A84011002","12 GRANGE ROAD","Y63","Q74","WHITE MEDICAL GROUP","STAMFORDHAM","","NEWCASTLE UPON TYNE","TYNE AND WEAR","NE18 0PF","20050401","","","","A84011","20050401","","","","","","0","","A","","",""
"A84013001","CAMBOIS","Y63","Q74","MINERS WELFARE INST","RIDLEY TERRACE","CAMBOIS","BLYTH","NORTHUMBERLAND","NE24 1QS","20050401","","","","A84013","20050401","","","","","","0","","A","","",""
"A84022001","BROOMHILL MEDICAL CENTRE","Y63","Q74","HADSTON ROAD","SOUTH BROOMHILL","","MORPETH","NORTHUMBERLAND","NE65 9SF","20050401","","","","A84022","20050401","","","","","","0","","A","","",""
"A84026001","TWEEDMOUTH CLINIC","Y63","Q74","SHIELFIELD TERRACE","TWEEDMOUTH","","BERWICK-UPON-TWEED","NORTHUMBERLAND","TD15 2EQ","20050401","","","","A84026","20050401","","","","","","0","","A","","",""
"A84028002","NURSERY PARK MEDICAL GROUP","Y63","Q74","BUTELAND TERRACE","","","NEWBIGGIN-BY-THE-SEA","NORTHUMBERLAND","NE64 6NS","20090401","","","","A84028","20090401","","","","","","0","","A","","",""
"A84035001","OAKLANDS HEALTH CENTRE","Y63","Q74","FRONT STREET","","","PRUDHOE","NORTHUMBERLAND","NE42 5DQ","20050401","","","","A84035","20050401","","","","","","0","","A","","",""
"A84036001","NEWBIGGIN HEALTH CENTRE","Y63","Q74","BUTLAND TERRACE","","","NEWBIGGIN-BY-THE-SEA","NORTHUMBERLAND","NE64 6NS","20050401","","","","A84036","20050401","","","","","","0","","A","","",""
"A84036002","LYNEMOUTH SURGERY","Y63","Q74","ALBION TERRACE","LYNEMOUTH","","MORPETH","NORTHUMBERLAND","NE61 5TB","20050401","","","","A84036","20050401","","","","","","0","","A","","",""
"A84036003","PEGSWOOD SURGERY","Y63","Q74","WEST VIEW","PEGSWOOD","","MORPETH","NORTHUMBERLAND","NE61 6TB","20050401","","","","A84036","20050401","","","","","","0","","A","","",""
"A84040001","THE SURGERY (WARK)","Y63","Q74","WARK","","","HEXHAM","NORTHUMBERLAND","NE48 3LS","20050401","","","","A84040","20050401","","","","","","0","","A","","",""
"A84042001","STAMFORDHAM SURGERY","Y63","Q74","16 GRANGE ROAD","STAMFORDHAM","","NEWCASTLE UPON TYNE","TYNE AND WEAR","NE18 0PF","20050401","","","","A84042","20050401","","","","","","0","","A","","",""
"A84043001","SEATON SLUICE SURGERY","Y63","Q74","COLLYWELL BAY ROAD","SEATON SLUICE","","WHITLEY BAY","TYNE AND WEAR","NE26 4QZ","20050401","","","","A84043","20050401","","","","","","0","","A","","",""
"A84043002","WESTBOURNE SURGERY","Y63","Q74","WESTBOURNE TERRACE","SEATON DELAVAL","","WHITLEY BAY","TYNE AND WEAR","NE25 0BE","20050401","","","","A84043","20050401","","","","","","0","","A","","",""
"A84044001","NORHAM SURGERY","Y63","Q74","3 PEDWELL WAY","NORHAM","","BERWICK-UPON-TWEED","NORTHUMBERLAND","TD15 2LD","20050401","","","","A84044","20050401","","","","","","0","","A","","",""
